delivery_date,block_start,block_hour,clearing_price_eur_mw_week,demand_mw,surplus_mw
2024-07-13,2024-07-13 00:00:00,0,32.03,564,79
2024-07-13,2024-07-13 04:00:00,4,52.44,564,62
2024-07-13,2024-07-13 08:00:00,8,155.55,564,23
2024-07-13,2024-07-13 12:00:00,12,190.8,564,49
2024-07-13,2024-07-13 16:00:00,16,89.22,564,65
2024-07-13,2024-07-13 20:00:00,20,48.75,564,19
2024-07-14,2024-07-14 00:00:00,0,50.84,564,82
2024-07-14,2024-07-14 04:00:00,4,59.6,564,82
2024-07-14,2024-07-14 08:00:00,8,189.05,564,40
2024-07-14,2024-07-14 12:00:00,12,261.48,564,20
2024-07-14,2024-07-14 16:00:00,16,119.32,564,40
2024-07-14,2024-07-14 20:00:00,20,57.36,564,21
2024-07-15,2024-07-15 00:00:00,0,36.8,564,62
2024-07-15,2024-07-15 04:00:00,4,55.36,564,84
2024-07-15,2024-07-15 08:00:00,8,111.0,564,-57
2024-07-15,2024-07-15 12:00:00,12,145.2,564,-75
2024-07-15,2024-07-15 16:00:00,16,65.1,564,-55
2024-07-15,2024-07-15 20:00:00,20,56.2,564,28
2024-07-16,2024-07-16 00:00:00,0,33.55,564,93
2024-07-16,2024-07-16 04:00:00,4,57.57,564,53
2024-07-16,2024-07-16 08:00:00,8,105.0,564,-30
2024-07-16,2024-07-16 12:00:00,12,134.8,564,-54
2024-07-16,2024-07-16 16:00:00,16,91.61,564,-26
2024-07-16,2024-07-16 20:00:00,20,46.68,564,23
2024-07-17,2024-07-17 00:00:00,0,31.62,564,87
2024-07-17,2024-07-17 04:00:00,4,57.0,564,66
2024-07-17,2024-07-17 08:00:00,8,106.51,564,-100
2024-07-17,2024-07-17 12:00:00,12,141.0,564,-127
2024-07-17,2024-07-17 16:00:00,16,91.28,564,-72
2024-07-17,2024-07-17 20:00:00,20,43.36,564,26
2024-07-18,2024-07-18 00:00:00,0,31.2,564,32
2024-07-18,2024-07-18 04:00:00,4,59.3,564,65
2024-07-18,2024-07-18 08:00:00,8,92.27,564,-86
2024-07-18,2024-07-18 12:00:00,12,116.0,564,-84
2024-07-18,2024-07-18 16:00:00,16,72.0,564,-75
2024-07-18,2024-07-18 20:00:00,20,68.0,564,-47
2024-07-19,2024-07-19 00:00:00,0,35.69,564,108
2024-07-19,2024-07-19 04:00:00,4,57.96,564,0
2024-07-19,2024-07-19 08:00:00,8,100.0,564,-129
2024-07-19,2024-07-19 12:00:00,12,139.72,564,-126
2024-07-19,2024-07-19 16:00:00,16,95.64,564,-126
2024-07-19,2024-07-19 20:00:00,20,87.1,564,-58
2024-07-20,2024-07-20 00:00:00,0,29.4,564,52
2024-07-20,2024-07-20 04:00:00,4,60.0,564,22
2024-07-20,2024-07-20 08:00:00,8,124.3,564,-36
2024-07-20,2024-07-20 12:00:00,12,165.88,564,-36
2024-07-20,2024-07-20 16:00:00,16,84.0,564,13
2024-07-20,2024-07-20 20:00:00,20,54.4,564,15
2024-07-21,2024-07-21 00:00:00,0,32.0,564,32
2024-07-21,2024-07-21 04:00:00,4,54.53,564,37
2024-07-21,2024-07-21 08:00:00,8,127.32,564,-28
2024-07-21,2024-07-21 12:00:00,12,144.0,564,-30
2024-07-21,2024-07-21 16:00:00,16,73.99,564,15
2024-07-21,2024-07-21 20:00:00,20,46.1,564,-12
2024-07-22,2024-07-22 00:00:00,0,24.32,564,23
2024-07-22,2024-07-22 04:00:00,4,48.0,564,32
2024-07-22,2024-07-22 08:00:00,8,71.88,564,-77
2024-07-22,2024-07-22 12:00:00,12,97.08,564,-44
2024-07-22,2024-07-22 16:00:00,16,56.0,564,20
2024-07-22,2024-07-22 20:00:00,20,42.0,564,15
2024-07-23,2024-07-23 00:00:00,0,28.68,564,23
2024-07-23,2024-07-23 04:00:00,4,44.44,564,25
2024-07-23,2024-07-23 08:00:00,8,72.08,564,-33
2024-07-23,2024-07-23 12:00:00,12,94.62,564,-39
2024-07-23,2024-07-23 16:00:00,16,56.0,564,10
2024-07-23,2024-07-23 20:00:00,20,42.0,564,5
2024-07-24,2024-07-24 00:00:00,0,30.4,564,23
2024-07-24,2024-07-24 04:00:00,4,53.8,564,-18
2024-07-24,2024-07-24 08:00:00,8,111.76,564,-95
2024-07-24,2024-07-24 12:00:00,12,155.44,564,-77
2024-07-24,2024-07-24 16:00:00,16,95.3,564,-52
2024-07-24,2024-07-24 20:00:00,20,77.5,564,-57
2024-07-25,2024-07-25 00:00:00,0,29.16,564,15
2024-07-25,2024-07-25 04:00:00,4,52.0,564,-20
2024-07-25,2024-07-25 08:00:00,8,89.22,564,-61
2024-07-25,2024-07-25 12:00:00,12,160.34,564,-88
2024-07-25,2024-07-25 16:00:00,16,84.0,564,-47
2024-07-25,2024-07-25 20:00:00,20,101.35,564,-43
2024-07-26,2024-07-26 00:00:00,0,28.24,564,-1
2024-07-26,2024-07-26 04:00:00,4,51.49,564,-14
2024-07-26,2024-07-26 08:00:00,8,80.0,564,-72
2024-07-26,2024-07-26 12:00:00,12,136.5,564,-65
2024-07-26,2024-07-26 16:00:00,16,72.4,564,-35
2024-07-26,2024-07-26 20:00:00,20,91.8,564,-31
2024-07-27,2024-07-27 00:00:00,0,30.33,564,6
2024-07-27,2024-07-27 04:00:00,4,38.0,564,-53
2024-07-27,2024-07-27 08:00:00,8,99.32,564,-12
2024-07-27,2024-07-27 12:00:00,12,165.99,564,-20
2024-07-27,2024-07-27 16:00:00,16,68.21,564,-31
2024-07-27,2024-07-27 20:00:00,20,62.9,564,-28
2024-07-28,2024-07-28 00:00:00,0,57.49,564,-4
2024-07-28,2024-07-28 04:00:00,4,55.1,564,-12
2024-07-28,2024-07-28 08:00:00,8,200.0,564,-56
2024-07-28,2024-07-28 12:00:00,12,360.0,564,-47
2024-07-28,2024-07-28 16:00:00,16,112.08,564,-26
2024-07-28,2024-07-28 20:00:00,20,91.56,564,-45
2024-07-29,2024-07-29 00:00:00,0,52.8,564,-56
2024-07-29,2024-07-29 04:00:00,4,45.71,564,-9
2024-07-29,2024-07-29 08:00:00,8,88.0,564,-53
2024-07-29,2024-07-29 12:00:00,12,128.0,564,-49
2024-07-29,2024-07-29 16:00:00,16,65.52,564,-37
2024-07-29,2024-07-29 20:00:00,20,80.0,564,-22
2024-07-30,2024-07-30 00:00:00,0,27.7,564,8
2024-07-30,2024-07-30 04:00:00,4,53.64,564,24
2024-07-30,2024-07-30 08:00:00,8,106.78,564,-58
2024-07-30,2024-07-30 12:00:00,12,168.0,564,-78
2024-07-30,2024-07-30 16:00:00,16,82.2,564,-34
2024-07-30,2024-07-30 20:00:00,20,73.12,564,1
2024-07-31,2024-07-31 00:00:00,0,25.92,564,1
2024-07-31,2024-07-31 04:00:00,4,45.0,564,9
2024-07-31,2024-07-31 08:00:00,8,92.72,564,-61
2024-07-31,2024-07-31 12:00:00,12,128.0,564,-74
2024-07-31,2024-07-31 16:00:00,16,79.2,564,-15
2024-07-31,2024-07-31 20:00:00,20,50.42,564,16
2024-08-01,2024-08-01 00:00:00,0,24.08,564,14
2024-08-01,2024-08-01 04:00:00,4,50.28,564,22
2024-08-01,2024-08-01 08:00:00,8,70.0,564,-35
2024-08-01,2024-08-01 12:00:00,12,87.0,564,-76
2024-08-01,2024-08-01 16:00:00,16,80.0,564,-14
2024-08-01,2024-08-01 20:00:00,20,40.52,564,10
2024-08-02,2024-08-02 00:00:00,0,24.04,564,60
2024-08-02,2024-08-02 04:00:00,4,44.88,564,80
2024-08-02,2024-08-02 08:00:00,8,63.0,564,-15
2024-08-02,2024-08-02 12:00:00,12,80.0,564,-50
2024-08-02,2024-08-02 16:00:00,16,61.92,564,26
2024-08-02,2024-08-02 20:00:00,20,73.72,564,46
2024-08-03,2024-08-03 00:00:00,0,23.04,564,28
2024-08-03,2024-08-03 04:00:00,4,33.0,564,10
2024-08-03,2024-08-03 08:00:00,8,80.24,564,-64
2024-08-03,2024-08-03 12:00:00,12,141.87,564,-42
2024-08-03,2024-08-03 16:00:00,16,75.02,564,10
2024-08-03,2024-08-03 20:00:00,20,70.57,564,15
2024-08-04,2024-08-04 00:00:00,0,25.12,564,33
2024-08-04,2024-08-04 04:00:00,4,39.17,564,-22
2024-08-04,2024-08-04 08:00:00,8,131.12,564,-24
2024-08-04,2024-08-04 12:00:00,12,227.23,564,-66
2024-08-04,2024-08-04 16:00:00,16,79.9,564,-17
2024-08-04,2024-08-04 20:00:00,20,40.0,564,2
2024-08-05,2024-08-05 00:00:00,0,27.28,564,37
2024-08-05,2024-08-05 04:00:00,4,46.28,564,9
2024-08-05,2024-08-05 08:00:00,8,87.48,564,-68
2024-08-05,2024-08-05 12:00:00,12,156.0,564,-102
2024-08-05,2024-08-05 16:00:00,16,62.67,564,-35
2024-08-05,2024-08-05 20:00:00,20,56.24,564,2
2024-08-06,2024-08-06 00:00:00,0,29.4,564,27
2024-08-06,2024-08-06 04:00:00,4,50.9,564,4
2024-08-06,2024-08-06 08:00:00,8,100.0,564,-74
2024-08-06,2024-08-06 12:00:00,12,156.25,564,-93
2024-08-06,2024-08-06 16:00:00,16,59.92,564,-45
2024-08-06,2024-08-06 20:00:00,20,54.1,564,4
2024-08-07,2024-08-07 00:00:00,0,25.44,564,16
2024-08-07,2024-08-07 04:00:00,4,50.72,564,-1
2024-08-07,2024-08-07 08:00:00,8,94.0,564,-91
2024-08-07,2024-08-07 12:00:00,12,157.6,564,-117
2024-08-07,2024-08-07 16:00:00,16,71.72,564,-42
2024-08-07,2024-08-07 20:00:00,20,53.68,564,-2
2024-08-08,2024-08-08 00:00:00,0,24.89,564,58
2024-08-08,2024-08-08 04:00:00,4,49.0,564,3
2024-08-08,2024-08-08 08:00:00,8,82.3,564,-70
2024-08-08,2024-08-08 12:00:00,12,129.84,564,-69
2024-08-08,2024-08-08 16:00:00,16,62.4,564,-27
2024-08-08,2024-08-08 20:00:00,20,54.56,564,24
2024-08-09,2024-08-09 00:00:00,0,23.94,564,77
2024-08-09,2024-08-09 04:00:00,4,44.0,564,-4
2024-08-09,2024-08-09 08:00:00,8,92.0,564,-92
2024-08-09,2024-08-09 12:00:00,12,158.0,564,-109
2024-08-09,2024-08-09 16:00:00,16,64.25,564,-39
2024-08-09,2024-08-09 20:00:00,20,50.0,564,4
2024-08-10,2024-08-10 00:00:00,0,23.6,564,95
2024-08-10,2024-08-10 04:00:00,4,46.76,564,23
2024-08-10,2024-08-10 08:00:00,8,131.25,564,-31
2024-08-10,2024-08-10 12:00:00,12,254.4,564,14
2024-08-10,2024-08-10 16:00:00,16,103.08,564,-27
2024-08-10,2024-08-10 20:00:00,20,45.67,564,4
2024-08-11,2024-08-11 00:00:00,0,25.57,564,31
2024-08-11,2024-08-11 04:00:00,4,40.0,564,7
2024-08-11,2024-08-11 08:00:00,8,163.72,564,-7
2024-08-11,2024-08-11 12:00:00,12,285.04,564,-17
2024-08-11,2024-08-11 16:00:00,16,105.6,564,-12
2024-08-11,2024-08-11 20:00:00,20,43.03,564,-5
2024-08-12,2024-08-12 00:00:00,0,30.36,564,28
2024-08-12,2024-08-12 04:00:00,4,40.0,564,22
2024-08-12,2024-08-12 08:00:00,8,89.46,564,-34
2024-08-12,2024-08-12 12:00:00,12,166.95,564,-30
2024-08-12,2024-08-12 16:00:00,16,79.51,564,17
2024-08-12,2024-08-12 20:00:00,20,55.2,564,41
2024-08-13,2024-08-13 00:00:00,0,28.76,564,64
2024-08-13,2024-08-13 04:00:00,4,50.6,564,75
2024-08-13,2024-08-13 08:00:00,8,104.36,564,-54
2024-08-13,2024-08-13 12:00:00,12,160.4,564,-67
2024-08-13,2024-08-13 16:00:00,16,76.45,564,3
2024-08-13,2024-08-13 20:00:00,20,55.95,564,34
2024-08-14,2024-08-14 00:00:00,0,32.04,564,125
2024-08-14,2024-08-14 04:00:00,4,57.64,564,44
2024-08-14,2024-08-14 08:00:00,8,80.0,564,-46
2024-08-14,2024-08-14 12:00:00,12,112.73,564,-45
2024-08-14,2024-08-14 16:00:00,16,72.12,564,8
2024-08-14,2024-08-14 20:00:00,20,54.56,564,42
2024-08-15,2024-08-15 00:00:00,0,28.21,564,99
2024-08-15,2024-08-15 04:00:00,4,51.0,564,42
2024-08-15,2024-08-15 08:00:00,8,100.0,564,-37
2024-08-15,2024-08-15 12:00:00,12,199.4,564,-28
2024-08-15,2024-08-15 16:00:00,16,70.8,564,-10
2024-08-15,2024-08-15 20:00:00,20,51.85,564,31
2024-08-16,2024-08-16 00:00:00,0,29.16,564,94
2024-08-16,2024-08-16 04:00:00,4,55.6,564,69
2024-08-16,2024-08-16 08:00:00,8,79.01,564,-37
2024-08-16,2024-08-16 12:00:00,12,130.0,564,-51
2024-08-16,2024-08-16 16:00:00,16,68.75,564,-2
2024-08-16,2024-08-16 20:00:00,20,70.32,564,44
2024-08-17,2024-08-17 00:00:00,0,29.94,564,87
2024-08-17,2024-08-17 04:00:00,4,41.38,564,46
2024-08-17,2024-08-17 08:00:00,8,86.89,564,-13
2024-08-17,2024-08-17 12:00:00,12,183.2,564,1
2024-08-17,2024-08-17 16:00:00,16,64.9,564,10
2024-08-17,2024-08-17 20:00:00,20,53.27,564,24
2024-08-18,2024-08-18 00:00:00,0,26.94,564,117
2024-08-18,2024-08-18 04:00:00,4,35.0,564,24
2024-08-18,2024-08-18 08:00:00,8,87.29,564,4
2024-08-18,2024-08-18 12:00:00,12,183.76,564,-38
2024-08-18,2024-08-18 16:00:00,16,68.37,564,-3
2024-08-18,2024-08-18 20:00:00,20,47.0,564,20
2024-08-19,2024-08-19 00:00:00,0,30.1,564,87
2024-08-19,2024-08-19 04:00:00,4,52.0,564,98
2024-08-19,2024-08-19 08:00:00,8,74.0,564,-3
2024-08-19,2024-08-19 12:00:00,12,137.0,564,-20
2024-08-19,2024-08-19 16:00:00,16,80.92,564,54
2024-08-19,2024-08-19 20:00:00,20,84.0,564,54
2024-08-20,2024-08-20 00:00:00,0,32.0,564,163
2024-08-20,2024-08-20 04:00:00,4,59.5,564,163
2024-08-20,2024-08-20 08:00:00,8,120.28,564,1
2024-08-20,2024-08-20 12:00:00,12,169.68,564,21
2024-08-20,2024-08-20 16:00:00,16,93.54,564,26
2024-08-20,2024-08-20 20:00:00,20,69.25,564,48
2024-08-21,2024-08-21 00:00:00,0,28.16,564,100
2024-08-21,2024-08-21 04:00:00,4,58.98,564,90
2024-08-21,2024-08-21 08:00:00,8,190.49,564,-11
2024-08-21,2024-08-21 12:00:00,12,269.84,564,-28
2024-08-21,2024-08-21 16:00:00,16,103.46,564,21
2024-08-21,2024-08-21 20:00:00,20,55.75,564,30
2024-08-22,2024-08-22 00:00:00,0,32.0,564,105
2024-08-22,2024-08-22 04:00:00,4,52.0,564,-4
2024-08-22,2024-08-22 08:00:00,8,144.55,564,-46
2024-08-22,2024-08-22 12:00:00,12,255.12,564,-20
2024-08-22,2024-08-22 16:00:00,16,107.92,564,-17
2024-08-22,2024-08-22 20:00:00,20,53.92,564,-10
2024-08-23,2024-08-23 00:00:00,0,31.0,564,65
2024-08-23,2024-08-23 04:00:00,4,55.2,564,16
2024-08-23,2024-08-23 08:00:00,8,170.0,564,-57
2024-08-23,2024-08-23 12:00:00,12,268.2,564,-59
2024-08-23,2024-08-23 16:00:00,16,100.0,564,-13
2024-08-23,2024-08-23 20:00:00,20,62.67,564,6
2024-08-24,2024-08-24 00:00:00,0,28.0,564,47
2024-08-24,2024-08-24 04:00:00,4,45.75,564,42
2024-08-24,2024-08-24 08:00:00,8,206.08,564,-6
2024-08-24,2024-08-24 12:00:00,12,262.35,564,-14
2024-08-24,2024-08-24 16:00:00,16,127.6,564,11
2024-08-24,2024-08-24 20:00:00,20,44.48,564,4
2024-08-25,2024-08-25 00:00:00,0,46.2,564,57
2024-08-25,2024-08-25 04:00:00,4,60.12,564,4
2024-08-25,2024-08-25 08:00:00,8,211.81,564,-11
2024-08-25,2024-08-25 12:00:00,12,324.44,564,-14
2024-08-25,2024-08-25 16:00:00,16,127.1,564,-17
2024-08-25,2024-08-25 20:00:00,20,40.0,564,-6
2024-08-26,2024-08-26 00:00:00,0,36.66,564,52
2024-08-26,2024-08-26 04:00:00,4,59.55,564,37
2024-08-26,2024-08-26 08:00:00,8,92.0,564,-59
2024-08-26,2024-08-26 12:00:00,12,161.08,564,-82
2024-08-26,2024-08-26 16:00:00,16,84.19,564,-7
2024-08-26,2024-08-26 20:00:00,20,56.86,564,22
2024-08-27,2024-08-27 00:00:00,0,35.44,564,82
2024-08-27,2024-08-27 04:00:00,4,59.85,564,43
2024-08-27,2024-08-27 08:00:00,8,90.0,564,-54
2024-08-27,2024-08-27 12:00:00,12,155.0,564,-80
2024-08-27,2024-08-27 16:00:00,16,80.96,564,5
2024-08-27,2024-08-27 20:00:00,20,56.0,564,31
2024-08-28,2024-08-28 00:00:00,0,39.76,564,142
2024-08-28,2024-08-28 04:00:00,4,59.55,564,61
2024-08-28,2024-08-28 08:00:00,8,90.79,564,-36
2024-08-28,2024-08-28 12:00:00,12,156.0,564,-54
2024-08-28,2024-08-28 16:00:00,16,77.36,564,9
2024-08-28,2024-08-28 20:00:00,20,53.57,564,32
2024-08-29,2024-08-29 00:00:00,0,33.8,564,149
2024-08-29,2024-08-29 04:00:00,4,59.43,564,99
2024-08-29,2024-08-29 08:00:00,8,93.78,564,-18
2024-08-29,2024-08-29 12:00:00,12,120.6,564,-23
2024-08-29,2024-08-29 16:00:00,16,113.2,564,-41
2024-08-29,2024-08-29 20:00:00,20,108.3,564,-36
2024-08-30,2024-08-30 00:00:00,0,30.0,564,127
2024-08-30,2024-08-30 04:00:00,4,53.72,564,52
2024-08-30,2024-08-30 08:00:00,8,80.71,564,-1
2024-08-30,2024-08-30 12:00:00,12,105.84,564,-44
2024-08-30,2024-08-30 16:00:00,16,85.72,564,-11
2024-08-30,2024-08-30 20:00:00,20,75.0,564,-28
2024-08-31,2024-08-31 00:00:00,0,28.92,564,92
2024-08-31,2024-08-31 04:00:00,4,57.23,564,78
2024-08-31,2024-08-31 08:00:00,8,95.0,564,-71
2024-08-31,2024-08-31 12:00:00,12,199.13,564,-64
2024-08-31,2024-08-31 16:00:00,16,87.96,564,26
2024-08-31,2024-08-31 20:00:00,20,40.0,564,24
2024-09-01,2024-09-01 00:00:00,0,29.48,564,36
2024-09-01,2024-09-01 04:00:00,4,46.0,564,23
2024-09-01,2024-09-01 08:00:00,8,135.44,564,-17
2024-09-01,2024-09-01 12:00:00,12,193.7,564,-37
2024-09-01,2024-09-01 16:00:00,16,67.75,564,33
2024-09-01,2024-09-01 20:00:00,20,32.0,564,54
2024-09-02,2024-09-02 00:00:00,0,30.0,564,26
2024-09-02,2024-09-02 04:00:00,4,44.26,564,54
2024-09-02,2024-09-02 08:00:00,8,82.64,564,9
2024-09-02,2024-09-02 12:00:00,12,90.77,564,-59
2024-09-02,2024-09-02 16:00:00,16,58.1,564,13
2024-09-02,2024-09-02 20:00:00,20,36.0,564,26
2024-09-03,2024-09-03 00:00:00,0,32.12,564,127
2024-09-03,2024-09-03 04:00:00,4,57.52,564,67
2024-09-03,2024-09-03 08:00:00,8,77.76,564,-17
2024-09-03,2024-09-03 12:00:00,12,124.16,564,-13
2024-09-03,2024-09-03 16:00:00,16,89.0,564,-53
2024-09-03,2024-09-03 20:00:00,20,65.63,564,-13
2024-09-04,2024-09-04 00:00:00,0,30.47,564,99
2024-09-04,2024-09-04 04:00:00,4,58.28,564,82
2024-09-04,2024-09-04 08:00:00,8,94.65,564,-24
2024-09-04,2024-09-04 12:00:00,12,104.12,564,-40
2024-09-04,2024-09-04 16:00:00,16,108.44,564,-43
2024-09-04,2024-09-04 20:00:00,20,91.78,564,-57
2024-09-05,2024-09-05 00:00:00,0,35.48,564,118
2024-09-05,2024-09-05 04:00:00,4,69.27,564,0
2024-09-05,2024-09-05 08:00:00,8,83.48,564,-22
2024-09-05,2024-09-05 12:00:00,12,145.46,564,-80
2024-09-05,2024-09-05 16:00:00,16,79.2,564,-51
2024-09-05,2024-09-05 20:00:00,20,56.0,564,-15
2024-09-06,2024-09-06 00:00:00,0,38.88,564,112
2024-09-06,2024-09-06 04:00:00,4,57.98,564,87
2024-09-06,2024-09-06 08:00:00,8,78.0,564,-23
2024-09-06,2024-09-06 12:00:00,12,117.16,564,-21
2024-09-06,2024-09-06 16:00:00,16,76.0,564,-5
2024-09-06,2024-09-06 20:00:00,20,56.52,564,-8
2024-09-07,2024-09-07 00:00:00,0,25.0,564,32
2024-09-07,2024-09-07 04:00:00,4,29.0,564,2
2024-09-07,2024-09-07 08:00:00,8,84.22,564,21
2024-09-07,2024-09-07 12:00:00,12,150.0,564,-7
2024-09-07,2024-09-07 16:00:00,16,64.0,564,66
2024-09-07,2024-09-07 20:00:00,20,40.0,564,67
2024-09-08,2024-09-08 00:00:00,0,23.52,564,56
2024-09-08,2024-09-08 04:00:00,4,26.72,564,68
2024-09-08,2024-09-08 08:00:00,8,114.29,564,2
2024-09-08,2024-09-08 12:00:00,12,185.0,564,-15
2024-09-08,2024-09-08 16:00:00,16,80.0,564,28
2024-09-08,2024-09-08 20:00:00,20,27.39,564,71
2024-09-09,2024-09-09 00:00:00,0,30.25,564,64
2024-09-09,2024-09-09 04:00:00,4,40.5,564,64
2024-09-09,2024-09-09 08:00:00,8,71.76,564,9
2024-09-09,2024-09-09 12:00:00,12,56.0,564,-37
2024-09-09,2024-09-09 16:00:00,16,55.2,564,51
2024-09-09,2024-09-09 20:00:00,20,48.01,564,49
2024-09-10,2024-09-10 00:00:00,0,29.75,564,98
2024-09-10,2024-09-10 04:00:00,4,44.0,564,85
2024-09-10,2024-09-10 08:00:00,8,95.2,564,16
2024-09-10,2024-09-10 12:00:00,12,179.2,564,-23
2024-09-10,2024-09-10 16:00:00,16,93.06,564,40
2024-09-10,2024-09-10 20:00:00,20,47.0,564,58
2024-09-11,2024-09-11 00:00:00,0,40.32,564,82
2024-09-11,2024-09-11 04:00:00,4,55.2,564,52
2024-09-11,2024-09-11 08:00:00,8,78.0,564,-60
2024-09-11,2024-09-11 12:00:00,12,101.28,564,-93
2024-09-11,2024-09-11 16:00:00,16,83.0,564,-25
2024-09-11,2024-09-11 20:00:00,20,46.0,564,47
2024-09-12,2024-09-12 00:00:00,0,29.2,564,74
2024-09-12,2024-09-12 04:00:00,4,40.5,564,92
2024-09-12,2024-09-12 08:00:00,8,80.0,564,-19
2024-09-12,2024-09-12 12:00:00,12,97.4,564,-25
2024-09-12,2024-09-12 16:00:00,16,80.0,564,-2
2024-09-12,2024-09-12 20:00:00,20,48.64,564,40
2024-09-13,2024-09-13 00:00:00,0,52.52,564,94
2024-09-13,2024-09-13 04:00:00,4,57.6,564,69
2024-09-13,2024-09-13 08:00:00,8,81.86,564,7
2024-09-13,2024-09-13 12:00:00,12,151.16,564,34
2024-09-13,2024-09-13 16:00:00,16,80.0,564,1
2024-09-13,2024-09-13 20:00:00,20,64.5,564,24
2024-09-14,2024-09-14 00:00:00,0,42.0,564,114
2024-09-14,2024-09-14 04:00:00,4,60.12,564,164
2024-09-14,2024-09-14 08:00:00,8,112.16,564,80
2024-09-14,2024-09-14 12:00:00,12,174.68,564,66
2024-09-14,2024-09-14 16:00:00,16,95.1,564,65
2024-09-14,2024-09-14 20:00:00,20,46.0,564,56
2024-09-15,2024-09-15 00:00:00,0,34.0,564,114
2024-09-15,2024-09-15 04:00:00,4,46.0,564,105
2024-09-15,2024-09-15 08:00:00,8,113.76,564,53
2024-09-15,2024-09-15 12:00:00,12,220.24,564,42
2024-09-15,2024-09-15 16:00:00,16,110.0,564,8
2024-09-15,2024-09-15 20:00:00,20,38.34,564,48
2024-09-16,2024-09-16 00:00:00,0,36.0,564,68
2024-09-16,2024-09-16 04:00:00,4,51.44,564,59
2024-09-16,2024-09-16 08:00:00,8,94.39,564,-42
2024-09-16,2024-09-16 12:00:00,12,127.12,564,-41
2024-09-16,2024-09-16 16:00:00,16,80.0,564,29
2024-09-16,2024-09-16 20:00:00,20,70.38,564,23
2024-09-17,2024-09-17 00:00:00,0,46.82,564,102
2024-09-17,2024-09-17 04:00:00,4,57.91,564,84
2024-09-17,2024-09-17 08:00:00,8,116.38,564,9
2024-09-17,2024-09-17 12:00:00,12,127.62,564,-74
2024-09-17,2024-09-17 16:00:00,16,101.0,564,-61
2024-09-17,2024-09-17 20:00:00,20,62.0,564,-4
2024-09-18,2024-09-18 00:00:00,0,48.44,564,98
2024-09-18,2024-09-18 04:00:00,4,61.7,564,32
2024-09-18,2024-09-18 08:00:00,8,135.2,564,-20
2024-09-18,2024-09-18 12:00:00,12,190.0,564,-39
2024-09-18,2024-09-18 16:00:00,16,88.0,564,-17
2024-09-18,2024-09-18 20:00:00,20,56.0,564,9
2024-09-19,2024-09-19 00:00:00,0,42.0,564,39
2024-09-19,2024-09-19 04:00:00,4,56.0,564,48
2024-09-19,2024-09-19 08:00:00,8,108.08,564,-54
2024-09-19,2024-09-19 12:00:00,12,143.72,564,-83
2024-09-19,2024-09-19 16:00:00,16,75.2,564,-30
2024-09-19,2024-09-19 20:00:00,20,50.88,564,3
2024-09-20,2024-09-20 00:00:00,0,45.68,564,79
2024-09-20,2024-09-20 04:00:00,4,65.92,564,70
2024-09-20,2024-09-20 08:00:00,8,124.0,564,-52
2024-09-20,2024-09-20 12:00:00,12,240.7,564,1
2024-09-20,2024-09-20 16:00:00,16,85.0,564,-57
2024-09-20,2024-09-20 20:00:00,20,48.28,564,-1
2024-09-21,2024-09-21 00:00:00,0,38.72,564,64
2024-09-21,2024-09-21 04:00:00,4,51.88,564,73
2024-09-21,2024-09-21 08:00:00,8,112.0,564,46
2024-09-21,2024-09-21 12:00:00,12,237.5,564,28
2024-09-21,2024-09-21 16:00:00,16,82.12,564,32
2024-09-21,2024-09-21 20:00:00,20,40.08,564,46
2024-09-22,2024-09-22 00:00:00,0,40.81,564,78
2024-09-22,2024-09-22 04:00:00,4,51.2,564,70
2024-09-22,2024-09-22 08:00:00,8,138.17,564,56
2024-09-22,2024-09-22 12:00:00,12,245.71,564,26
2024-09-22,2024-09-22 16:00:00,16,84.0,564,37
2024-09-22,2024-09-22 20:00:00,20,46.26,564,60
2024-09-23,2024-09-23 00:00:00,0,41.76,564,79
2024-09-23,2024-09-23 04:00:00,4,54.19,564,83
2024-09-23,2024-09-23 08:00:00,8,104.0,564,-72
2024-09-23,2024-09-23 12:00:00,12,122.4,564,-38
2024-09-23,2024-09-23 16:00:00,16,95.32,564,37
2024-09-23,2024-09-23 20:00:00,20,59.7,564,86
2024-09-24,2024-09-24 00:00:00,0,37.44,564,103
2024-09-24,2024-09-24 04:00:00,4,53.08,564,67
2024-09-24,2024-09-24 08:00:00,8,80.0,564,-43
2024-09-24,2024-09-24 12:00:00,12,123.4,564,24
2024-09-24,2024-09-24 16:00:00,16,72.0,564,-13
2024-09-24,2024-09-24 20:00:00,20,51.0,564,51
2024-09-25,2024-09-25 00:00:00,0,42.0,564,82
2024-09-25,2024-09-25 04:00:00,4,57.42,564,72
2024-09-25,2024-09-25 08:00:00,8,93.42,564,-26
2024-09-25,2024-09-25 12:00:00,12,122.4,564,15
2024-09-25,2024-09-25 16:00:00,16,84.84,564,-28
2024-09-25,2024-09-25 20:00:00,20,56.39,564,57
2024-09-26,2024-09-26 00:00:00,0,38.96,564,106
2024-09-26,2024-09-26 04:00:00,4,65.04,564,78
2024-09-26,2024-09-26 08:00:00,8,89.62,564,23
2024-09-26,2024-09-26 12:00:00,12,119.67,564,-12
2024-09-26,2024-09-26 16:00:00,16,72.04,564,36
2024-09-26,2024-09-26 20:00:00,20,64.0,564,25
2024-09-27,2024-09-27 00:00:00,0,69.0,564,56
2024-09-27,2024-09-27 04:00:00,4,70.0,564,58
